,Year_Birth,Education,Marital_Status,Income,Kidhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Teenhome
0,-0.9853447295662224,1,3,0.2353267720100873,0,-1.531184939106103,0.30703926349227456,0.9837812651523128,1.5515769812186038,1.6797023326128684,2.4621470460734924,1.4765001000700189,0.8432069073861739,0.34941394099326095,1.409303937080072,2.5108902417547814,-0.5507847897348009,0.6939037392619777,0,0,0,0,0,0,1,0
1,1.2681492860951369,1,4,-1.0227324576789074,1,1.061881005763265,-0.7980862402549632,-0.8704794810063111,-0.5608570816171703,-0.6511865394471995,-0.5039741335148821,-0.5830433328733111,-0.7481791126647591,-0.1682363419597184,-0.7504503290950897,-0.9108984919135952,-0.5507847897348009,0.2817201338663717,0,0,0,0,0,0,0,0
2,1.0177610621327633,4,5,0.2415187947651297,1,0.9530118248718028,1.5503054552079172,-0.3890848642151298,0.4199158761280105,-0.21691446822688268,0.1551639063936456,-0.0015251871010767456,-0.5564458572369358,1.3847145068992197,0.3294268039924911,0.11563812818691792,0.06455582323574982,-0.13046347152923427,0,0,0,0,0,0,0,0
3,-0.15071731635831165,3,4,0.4101016078378961,0,0.2997967395230309,-1.1434379601759752,0.6420505186647459,0.3947678515704418,-0.3055414215371514,-0.6870680334894731,0.3619236540065697,-0.5756191827797181,-0.1682363419597184,0.6893858483550179,0.4578170015537556,1.2952370491768512,0.2817201338663717,0,0,0,0,0,0,0,1
4,0.18313364892485265,1,2,0.13533559164962902,0,-1.184782999905997,-0.5218048643181538,-0.20484741828270248,0.9731724163945228,-0.013072475613264587,0.228401466383482,0.5315331131901381,-0.3263659507235479,0.8670642239462404,1.049344892717545,0.11563812818691792,0.3722261297210252,0.2817201338663717,0,0,0,0,0,0,0,1
5,1.3516120274159276,4,5,-0.7507628388638853,1,-0.3138295527743005,-0.5908752083023561,-0.6773273199481211,-0.4099689342717579,-0.4916580234887158,-0.6321398634970958,-0.6315031783543306,-0.4030592528946772,-0.1682363419597184,-0.030532240370035862,-0.9108984919135952,-0.5507847897348009,1.1060873446575836,0,0,0,0,0,0,0,0
6,1.1846865447743455,1,5,0.0,1,0.631352881328847,-1.3161138201364808,-0.8883089112578363,-0.5357090570596016,-0.7132254067643876,-0.6870680334894731,-0.6072732556138208,-0.8248724148358884,-0.6858866249126978,-1.1104093734576166,-0.9108984919135952,-1.1661254027053516,0.6939037392619777,0,0,0,0,0,0,0,0
7,0.600447355528808,0,5,-1.7875870877953015,0,-1.184782999905997,0.3415744354843757,-0.8853373395492488,-0.25908078692634545,-0.6910686684368205,-0.485664743517423,-0.6315031783543306,-0.5372725316941535,-0.6858866249126978,-0.7504503290950897,-0.9108984919135952,-0.8584550962200763,1.1060873446575836,0,0,0,0,0,0,0,0
8,-0.8184192469246402,1,2,0.4308748454677156,0,0.631352881328847,1.1358833913027029,-0.3266818583347915,0.8725803181642479,1.3872333866889814,3.4325447159388247,2.0580182458422533,-0.2688459740952009,-0.6858866249126978,-0.3904912847325628,0.4578170015537556,0.6798964362063006,-1.3670142877160525,0,0,0,0,0,0,0,0
9,-1.4026584361701775,3,2,0.2839041892367423,1,0.631352881328847,0.13436340353176865,-0.21079056169987756,-0.6111531307323078,-0.5049520664852561,-0.6321398634970958,-0.5345834873922916,-0.5756191827797181,0.34941394099326095,0.6893858483550179,-0.5687196185467573,-0.24311448324952556,0.2817201338663717,0,0,0,0,0,0,0,1
