,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,-0.6969929641233985,-0.4571914023726529,1.1781951605199883,0.9132039695409336,0.6805939741075664,-0.1994648466717425,-0.3911528156364884,-0.642969798141818,0.18433085393699603,-0.3088213656157659,5,2,2,5,2,1,1,0
1,-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.24493050612963665,-0.3087547932997097,-0.41971487090298015,-0.4576829964936494,-0.3719098208445533,-0.31717784430961626,-0.3088213656157659,12,2,2,7,2,0,0,1
2,-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.24493050612963665,-0.66851798144781,-0.6222572087030495,-0.4576829964936494,1.171472500128347,-0.31717784430961626,-0.3088213656157659,3,2,2,4,1,1,0,0
3,-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.24493050612963665,-0.5111215866330161,-0.4385712097965419,0.0006360867704967398,0.02822632729874791,-0.31717784430961626,-0.3088213656157659,11,3,2,1,3,1,0,0
4,-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.24493050612963665,-0.5560919851515287,-0.5982883197022222,1.3101192053816102,1.0244837105945133,-0.31717784430961626,-0.3088213656157659,9,1,1,9,3,1,0,0
5,-0.09488245843843364,-0.12625652412722002,-0.3964779010172135,-0.24493050612963665,-0.08390280070714692,-0.1181440926728916,-0.17320908914415287,-0.3778231564475599,0.4383627509097405,-0.3088213656157659,11,2,5,1,3,1,0,0
6,-0.39593771128091604,-0.3129377374964385,-0.3964779010172135,-0.24493050612963665,-0.4886363873737599,-0.4354357446658476,-0.4576829964936494,-0.4748019755760801,2.914966341564732,-0.3088213656157659,12,2,2,1,1,1,0,
7,0.5072280472465313,-0.09585011437390027,0.3908586297513874,-0.24493050612963665,0.2533751881816972,0.07051676130793139,-0.13498893460400602,-0.13312801793753035,-0.31717784430961626,-0.3088213656157659,11,3,2,1,2,1,0,0
8,-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.24493050612963665,1.714913140033355,1.0893087722476176,-0.2094268246735404,-0.2544095112881562,-0.31717784430961626,-0.3088213656157659,11,2,2,7,1,1,0,1
9,-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.24493050612963665,-0.3537251918182222,-0.2842366483808975,-0.4576829964936494,-0.4944004822191533,0.4362817842796504,-0.3088213656157659,5,2,2,7,2,1,0,0
10,0.2061727944040488,-0.08100047240134882,1.9655316912885887,0.22223109985404432,2.704261907440632,1.300996058181116,-0.35054347348213405,-0.671296090653131,0.36390156131284346,-0.3088213656157659,11,2,2,1,2,1,0,1
11,0.5072280472465313,-0.3723363053866445,0.3908586297513874,-0.24493050612963665,0.14094919188541585,-0.02077048113152697,-0.3639359009683491,-0.4654481526815917,0.0007499026585889419,-0.3088213656157659,5,2,2,5,2,1,0,0
12,0.8082833000890136,0.1475425888143006,-0.3964779010172135,-0.24493050612963665,4.030888663736752,3.2648772362568157,-0.1950142751447856,-0.2916264473702183,-0.31717784430961626,-0.3088213656157659,8,2,2,3,13,1,0,
13,-0.39593771128091604,-0.3383942665922411,-0.3964779010172135,-0.24493050612963665,-0.19632879700342828,-0.3475120766259617,-0.4576829964936494,-0.699293951406541,2.769684927038545,-0.3088213656157659,11,1,2,1,8,0,0,0
14,1.4103938057739784,0.8425058331297098,-0.3964779010172135,-0.24493050612963665,0.02852319558913445,-0.22686510187489484,-0.4576829964936494,-0.6577213640519531,2.4762025033223867,-0.3088213656157659,11,2,2,3,2,0,0,1
15,-0.09488245843843364,-0.24222515667476485,-0.3964779010172135,-0.24493050612963665,-0.24129919552194085,-0.2409323910584448,-0.4576829964936494,-0.5975505052688681,-0.31717784430961626,-0.3088213656157659,3,2,7,1,3,1,1,1
16,-0.39593771128091604,-0.2450536599076318,-0.3964779010172135,-0.24493050612963665,0.2983455867002097,0.430370693423204,-0.34049914255529323,-0.2520916802969501,-0.31717784430961626,-0.3088213656157659,11,2,2,2,2,1,0,1
17,-0.39593771128091604,-0.3270802536607733,1.1781951605199883,1.6912145528901819,-0.03893240218863437,-0.1152159995763098,-0.3246226141549684,-0.7241033900691306,0.3009999137921335,-0.3088213656157659,5,2,2,4,1,1,1,
18,3.216725322828873,6.502812217416282,5.114877814362993,1.7877257589592257,0.8155051696631042,1.0203322815499765,-0.1754549168392771,-0.3348353286615017,-0.2311249202525811,-0.3088213656157659,12,1,1,1,2,1,0,1
19,-0.39593771128091604,-0.4345633765097173,-0.3964779010172135,-0.24493050612963665,-0.3087547932997097,-0.29425271751355464,-0.4576829964936494,-0.3147475080873872,2.716300528070116,-0.3088213656157659,5,2,2,1,3,1,0,0
