,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.24493050612963665,-0.3537251918182222,-0.11209090306299836,-0.4576829964936494,-0.06323335664997329,-0.31717784430961626,-0.3088213656157659,3,2,2,4,3,1,0,
1,-0.39593771128091604,-0.3162376579159266,0.3908586297513874,-0.19045792342701648,1.4900611474407923,1.2366238240095848,-0.2893208889041253,-0.5083994125958583,3.8943219578854857,-0.3088213656157659,11,2,2,1,13,1,1,
2,1.109338552931496,-0.08712889605370386,-0.3964779010172135,-0.24493050612963665,-0.061417601447890637,0.37092314568196905,-0.3576861014747821,-0.3500842135123162,-0.31717784430961626,-0.3088213656157659,11,1,1,2,8,1,0,
3,0.5072280472465313,0.19788994635933224,-0.3964779010172135,-0.24493050612963665,0.320830785959466,0.7120661065399974,-0.4576829964936494,-0.6039215463329823,2.0718378294162267,-0.3088213656157659,10,2,2,1,2,1,0,1
4,0.5072280472465313,-0.06685795623701407,-0.3964779010172135,-0.24493050612963665,-0.26378439478119714,-0.007706043086967411,-0.4576829964936494,-0.699293951406541,1.3268809555742502,-0.3088213656157659,5,2,2,6,3,1,0,
5,0.5072280472465313,1.3332511440321253,-0.3964779010172135,-0.24493050612963665,-0.5336067858922724,-0.4682585899575832,-0.4576829964936494,-0.8434988702235277,-0.31717784430961626,-0.3088213656157659,5,3,2,2,2,1,1,
6,0.5072280472465313,-0.06968645946988103,1.1781951605199883,5.7588954567024615,1.130297959292692,0.6553321894249009,-0.4499585140862156,-0.7030641668970756,0.033260666657507224,-0.3088213656157659,3,1,1,2,2,1,0,
7,-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.24493050612963665,-0.4661511881145036,-0.5440012248161377,0.2922936852113168,0.6102425708414098,-0.31717784430961626,-0.3088213656157659,11,3,2,2,1,1,0,
8,-0.6969929641233985,-0.4571914023726529,-0.3964779010172135,-0.24493050612963665,0.6805939741075664,-0.13082240398721678,-0.4576829964936494,-0.5655240874028237,-0.31717784430961626,-0.3088213656157659,6,1,1,7,3,1,0,0
9,0.8082833000890136,-0.12342802089435305,-0.3964779010172135,-0.24493050612963665,-0.6460327821885538,-0.6010057228154906,-0.4576829964936494,-0.3719098208445533,-0.31717784430961626,-0.3088213656157659,3,2,4,6,2,1,1,
10,-0.6969929641233985,-0.4571914023726529,2.7528682220571903,-0.014014122943786742,-0.5560919851515287,-0.5893348248307593,-0.4576829964936494,-0.4290721336017195,-0.31717784430961626,-0.3088213656157659,3,2,2,1,8,0,0,
11,-0.09488245843843364,-0.0923144853328166,0.3908586297513874,-0.24493050612963665,1.4675759481815358,0.7845782997890681,-0.3868089131537801,-0.4458083039707473,-0.006370461181315485,-0.3088213656157659,11,2,2,1,13,1,0,
12,-0.39593771128091604,-0.4402203829754512,-0.3964779010172135,-0.24493050612963665,-0.4886363873737599,-0.3227331924506945,-0.4576829964936494,-0.4290721336017195,-0.31717784430961626,-0.3088213656157659,12,1,1,3,1,1,0,
