,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
0,-0.9853447295662224,1,3,0.23532677201008734,0,0,-1.531184939106103,0.30703926349227456,0.9837812651523129,1.5515769812186038,1.6797023326128684,2.4621470460734924,1.4765001000700189,0.8432069073861739,0.349413940993261,1.409303937080072,2.5108902417547814,-0.5507847897348009,0.6939037392619777,0,0,0,0,0,0,1
1,-1.2357329535285957,1,3,-0.23582623684778145,1,1,1.1905445831804473,-0.38366417634974903,-0.8704794810063111,-0.6363011552898765,-0.7132254067643876,-0.6504492534945548,-0.6315031783543306,-0.7290057871219767,-0.1682363419597184,-1.1104093734576166,-0.5687196185467573,-1.1661254027053516,-0.13046347152923427,0,0,0,0,0,0,0
2,-0.3176427989998938,1,4,0.7736332663597382,0,0,0.2057733560258591,-0.7980862402549632,0.3627227780575174,0.570804023473423,-0.17703233923726175,1.3452742562284872,-0.14690472354413533,-0.03876606758181304,-0.6858866249126978,1.409303937080072,-0.22654074517991973,1.2952370491768512,-0.5426470769248403,0,0,0,0,0,0,0
3,1.2681492860951367,1,4,-1.0227324576789074,1,0,1.061881005763265,-0.7980862402549632,-0.8704794810063111,-0.5608570816171703,-0.6511865394471995,-0.5039741335148821,-0.5830433328733111,-0.7481791126647591,-0.1682363419597184,-0.7504503290950897,-0.9108984919135951,-0.5507847897348009,0.2817201338663717,0,0,0,0,0,0,0
4,1.0177610621327633,4,5,0.24151879476512972,1,0,0.9530118248718029,1.550305455207917,-0.38908486421512983,0.4199158761280105,-0.21691446822688268,0.1551639063936456,-0.0015251871010767454,-0.5564458572369358,1.3847145068992197,0.3294268039924911,0.11563812818691793,0.06455582323574982,-0.13046347152923427,0,0,0,0,0,0,0
5,-0.15071731635831165,3,4,0.41010160783789606,0,1,0.2997967395230309,-1.143437960175975,0.642050518664746,0.3947678515704418,-0.3055414215371514,-0.6870680334894731,0.36192365400656973,-0.5756191827797181,-0.1682363419597184,0.689385848355018,0.4578170015537556,1.2952370491768512,0.2817201338663717,0,0,0,0,0,0,0
6,0.18313364892485265,1,2,0.13533559164962902,0,1,-1.1847829999059967,-0.5218048643181538,-0.20484741828270248,0.9731724163945228,-0.013072475613264588,0.22840146638348202,0.5315331131901381,-0.3263659507235479,0.8670642239462404,1.049344892717545,0.11563812818691793,0.3722261297210252,0.2817201338663717,0,0,0,0,0,0,0
7,1.3516120274159276,4,5,-0.7507628388638853,1,0,-0.31382955277430047,-0.5908752083023561,-0.6773273199481211,-0.4099689342717579,-0.4916580234887158,-0.6321398634970958,-0.6315031783543306,-0.4030592528946772,-0.1682363419597184,-0.03053224037003586,-0.9108984919135951,-0.5507847897348009,1.1060873446575836,0,0,0,0,0,0,0
8,0.4335218728872259,4,4,-0.8747231395664431,1,0,-0.17032017796282783,-1.0398324441996714,-0.8615647658805485,-0.6614491798474453,-0.6334611487851458,-0.6321398634970958,-0.5830433328733111,-0.8056990892931061,-0.6858866249126978,-0.3904912847325628,-0.9108984919135951,-1.1661254027053516,1.5182709500531897,0,0,0,0,0,0,1
9,-1.56958391881176,4,4,-1.8615717725845822,1,1,1.2152875788375979,0.6523909834132863,-0.8199627619603229,-0.6614491798474453,-0.7132254067643876,-0.668758643492014,-0.6315031783543306,-0.5947925083225005,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-1.7814660156759023,6.052290609404856,1,0,0,0,0,0,0
10,1.1846865447743455,1,5,0.0,1,0,0.631352881328847,-1.3161138201364808,-0.8883089112578363,-0.5357090570596016,-0.7132254067643876,-0.6870680334894731,-0.6072732556138208,-0.8248724148358884,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-1.1661254027053516,0.6939037392619777,0,0,0,0,0,0,0
11,0.600447355528808,0,5,-1.7875870877953017,0,0,-1.1847829999059967,0.3415744354843757,-0.8853373395492488,-0.25908078692634545,-0.6910686684368205,-0.48566474351742295,-0.6315031783543306,-0.5372725316941535,-0.6858866249126978,-0.7504503290950897,-0.9108984919135951,-0.8584550962200763,1.1060873446575836,0,0,0,0,0,0,0
12,-0.8184192469246402,1,2,0.4308748454677156,0,0,0.631352881328847,1.1358833913027029,-0.3266818583347915,0.8725803181642479,1.3872333866889814,3.4325447159388247,2.0580182458422533,-0.26884597409520095,-0.6858866249126978,-0.3904912847325628,0.4578170015537556,0.6798964362063006,-1.3670142877160523,0,0,0,0,0,0,0
13,-1.4026584361701777,3,2,0.28390418923674227,1,1,0.631352881328847,0.13436340353176865,-0.21079056169987753,-0.6111531307323078,-0.5049520664852561,-0.6321398634970958,-0.5345834873922916,-0.5756191827797181,0.349413940993261,0.689385848355018,-0.5687196185467573,-0.24311448324952553,0.2817201338663717,0,0,0,0,0,0,0
14,1.5185375100575098,1,5,-1.3951726392612298,0,0,-1.3530353703746196,-0.38366417634974903,-0.8942520546750115,-0.3093768360414829,-0.6644805824437399,-0.5772116935047185,-0.6315031783543306,-0.7481791126647591,-0.6858866249126978,-1.1104093734576166,-0.9108984919135951,-0.8584550962200763,1.1060873446575836,0,0,0,0,0,0,0
15,-1.9034348840949242,4,3,1.220537515138183,0,0,-1.1303484094602656,-0.9016917562312667,2.08623436903829,-0.10819263958093302,-0.230208511223423,0.3931859763606139,0.9919016452598236,0.018753909046533936,-0.6858866249126978,1.049344892717545,1.142174748287431,1.910577662147402,-0.9548306823204462,0,0,1,1,0,0,1
16,0.9342983208119723,1,5,-0.41535494821010654,1,1,-0.9818904355173629,0.06529305954756628,-0.7456734692456345,-0.5357090570596016,-0.655617887112713,-0.6504492534945548,-0.34074410546821343,-0.7673524382075414,0.349413940993261,-0.3904912847325628,-0.9108984919135951,-0.8584550962200763,1.1060873446575836,0,0,0,0,0,0,0
17,-1.9034348840949242,1,4,-0.578744451875418,0,0,-1.5509793356318233,-1.0052972722075701,-0.6535547462794208,-0.5357090570596016,-0.5714222814679576,2.059340466129392,-0.3649740282087232,-0.3071926251807656,-0.1682363419597184,-0.03053224037003586,-0.5687196185467573,0.06455582323574982,0.6939037392619777,0,0,0,0,0,0,0
18,-1.6530466601325509,3,5,0.9886362758283705,0,1,-0.5167221171629343,1.4466999392316133,2.104063799289815,1.350392784758054,1.4669976446682234,-0.6870680334894731,-0.26805433724668415,2.5304595551510185,-0.1682363419597184,2.489181070167653,0.4578170015537556,0.987566742691576,-0.13046347152923427,0,0,0,1,0,0,0
19,1.3516120274159276,2,3,-0.7364612637264326,1,0,-1.2342689912202975,1.2740240792711075,-0.8912804829664238,-0.23393276236877672,-0.655617887112713,-0.13778633356570003,-0.07421495532260604,-0.09628604421016002,-0.1682363419597184,-0.7504503290950897,-0.5687196185467573,-0.8584550962200763,0.2817201338663717,0,0,0,0,0,0,0
20,1.1012238034535544,1,5,-0.6075073962859374,0,0,-1.6647971156547154,-0.2800586603734455,-0.6476116028622457,-0.6111531307323078,-0.4163251131749873,0.5762798763352049,0.26500396304453067,0.07627388567488091,-0.6858866249126978,-0.03053224037003586,-0.22654074517991973,-0.24311448324952553,1.1060873446575836,0,0,0,0,0,0,0
21,0.8508355794911813,1,5,-1.989447029609683,1,0,-0.9175586468087716,-0.24552348838134433,-0.9001951980921865,-0.6363011552898765,6.90426123025321,-0.668758643492014,-0.6315031783543306,-0.8248724148358884,6.561217336429014,-1.4703684178201437,8.67010996235786,-1.7814660156759023,-1.779197893111658,0,0,0,0,0,0,0
22,-1.6530466601325509,4,5,0.25406263441082844,0,1,-0.986839034648793,0.47971512345278045,1.673185901544622,-0.6614491798474453,-0.35871759352331267,-0.6870680334894731,-0.6557331010948404,-0.4797525550658065,0.349413940993261,-0.7504503290950897,0.11563812818691793,0.987566742691576,1.1060873446575836,0,1,0,0,0,0,0
